Numero Veiculo,Placa,Tipo de Veiculo,Data,Km Percorrido,Diesel,Km Diesel,Motor,Km Motor,Dies Mot,Custo Combustivel
146065,LTT7J61,5 - URBANO COM AR,1-Jan-24,11310,3576.9,3.16,4,282750,89422,21246.79
146065,LTT7J61,5 - URBANO COM AR,1-Sep-24,11946,3902,3,4,2986,976,23177.88
146073,RKV9E56,5 - URBANO COM AR,1-Jul-24,8837,2869.4,3.08,4,220925,71736,17044.24
146081,LUK7I19,5 - URBANO COM AR,1-Aug-24,8534,3035.5,2.81,4,213350,75887,18030.87
146087,LUI5H61,5 - URBANO COM AR,1-Jul-24,10214,3176.7,3.22,4,255350,79417,18869.6
146087,LUI5H61,5 - URBANO COM AR,1-Oct-24,9459,3377.4,2.8,4,2365,844,20061.76
146091,RJY7D02,5 - URBANO COM AR,1-Mar-24,12339,4020.7,3.07,4,308475,100517,23882.96
146093,LUI5H60,5 - URBANO COM AR,1-Aug-24,8501,2682.8,3.17,4,212525,67070,15935.83
146094,RJI9G10,5 - URBANO COM AR,1-Jan-25,10071,3026.9,3.33,4,2518,757,17979.79
146094,RJI9G10,5 - URBANO COM AR,1-Dec-24,10326,3063.4,3,4,3,766,18196.6
146095,SRD9C75,5 - URBANO COM AR,1-Oct-24,10689,3454.8,3.09,4,2672,864,20521.51
146102,KXD9618,5 - URBANO COM AR,1-Jan-25,7714,2966.1,2.6,4,1928,742,17618.63
146102,KXD9618,5 - URBANO COM AR,1-Mar-24,7011,2754.2,2.55,4,175275,68855,16359.95
146102,KXD9618,5 - URBANO COM AR,1-Dec-24,7724,3027.4,3,4,2,757,17982.76
146105,SRS0B53,5 - URBANO COM AR,1-Dec-24,10904,3442,3,4,3,861,20445.48
146109,KRY7725,5 - URBANO COM AR,1-Jan-24,8525,3137.2,2.72,4,213125,78431,18634.97
146109,KRY7725,5 - URBANO COM AR,1-Apr-24,8296,3255,2.55,4,207400,81375,19334.7
146110,KRY6883,5 - URBANO COM AR,1-Apr-24,7196,3170.9,2.27,4,179900,79273,18835.15
146113,LRJ2E73,5 - URBANO COM AR,1-Jun-24,17793,4758.3,3.74,4,444825,118958,28264.3
146116,KRY7726,5 - URBANO COM AR,1-Apr-24,9402,3100.9,3.03,4,235050,77524,18419.35
146116,KRY7726,5 - URBANO COM AR,1-Jul-24,9831,3187.8,3.08,4,245775,79694,18935.53
146116,KRY7726,5 - URBANO COM AR,1-Aug-24,8109,2658.9,3.05,4,202725,66472,15793.87
146137,KRR2731,5 - URBANO COM AR,1-Apr-24,10596,3765.8,2.81,4,264900,94146,22368.85
146137,KRR2731,5 - URBANO COM AR,1-Jun-24,10325,3533.4,2.92,4,258125,88335,20988.4
146138,KRR2729,5 - URBANO COM AR,1-Nov-24,9103,3463.2,2.63,4,2276,866,20571.41
146141,LSQ6101,5 - URBANO COM AR,1-Dec-24,9482,3576,3,4,2,894,21241.44
146142,KRT2186,5 - URBANO COM AR,1-Apr-24,9827,3541.7,2.77,4,245675,88543,21037.7
146142,KRT2186,5 - URBANO COM AR,1-Nov-24,10821,3780,2.86,4,2705,945,22453.2
146143,KRT2184,5 - URBANO COM AR,1-Jan-24,10490,3787.4,2.77,4,262250,94686,22497.16
146144,LSU3249,5 - URBANO COM AR,1-Jan-25,8908,3867.7,2.3,4,2227,967,22974.14
146144,LSU3249,5 - URBANO COM AR,1-Jun-24,8549,3718.4,2.3,4,213725,92960,22087.3
146144,LSU3249,5 - URBANO COM AR,1-Oct-24,9509,3849.3,2.47,4,2377,962,22864.84
146145,LSU3250,5 - URBANO COM AR,1-Jan-25,7880,3587.2,2.2,4,1970,897,21307.97
146145,LSU3250,5 - URBANO COM AR,1-Nov-24,8732,3879.6,2.25,4,2183,970,23044.82
146146,LSU3248,5 - URBANO COM AR,1-Dec-24,10871,4428.4,2,4,3,1107,26304.7
146147,KRT2185,5 - URBANO COM AR,1-Sep-24,9486,3586.8,2.64,4,2372,897,21305.59
146145,LSU3250,5 - URBANO COM AR,1-Mar-25,9380,4159.3,2.26,4,2345,1039.84,24706.24
146140,LSQ6098,5 - URBANO COM AR,1-Mar-25,9648,3640,2.65,4,2412,910.01,21621.6
146112,RIO3G94,5 - URBANO COM AR,1-Mar-25,8405,3307.9,2.54,4,2101.25,826.97,19648.93
146110,KRY6883,5 - URBANO COM AR,1-Mar-25,7812,3287.9,2.38,4,1953,821.99,19530.13
146015,RKV9E78,5 - URBANO COM AR,1-Mar-25,9176,3173.2,2.89,4,2294,793.31,18848.81
146033,RIO3G86,5 - URBANO COM AR,1-Mar-25,9231,3027.9,3.05,4,2307.75,756.97,17985.73
103020,RIO3G91,5 - URBANO COM AR,1-Apr-25,6038,2517.4,2.4,4,1509.5,629.34,14953.36
103032,KRY7729,5 - URBANO COM AR,1-Apr-25,6151,2536.6,2.42,4,1537.75,634.15,15067.4
103050,KRY7731,5 - URBANO COM AR,1-Apr-25,7928,3148.3,2.52,4,1982,787.07,18700.9
103064,LRJ4H13,5 - URBANO COM AR,1-Apr-25,9688,3989.6,2.43,4,2422,997.4,23698.22
146011,KZO6I35,5 - URBANO COM AR,1-Apr-25,9603,3882.7,2.47,4,2400.75,970.67,23063.24
146018,RIU5J52,5 - URBANO COM AR,1-Apr-25,9908,3119.7,3.18,4,2477,779.93,18531.02
146019,KRR6B23,5 - URBANO COM AR,1-Apr-25,7774,2621.3,2.97,4,1943.5,655.32,15570.52
146028,LTQ9A88,5 - URBANO COM AR,1-Apr-25,7390,2762.1,2.68,4,1847.5,690.53,16406.87
146033,RIO3G86,5 - URBANO COM AR,1-Apr-25,10016,3247.8,3.08,4,2504,811.96,19291.93
146144,LSU3249,5 - URBANO COM AR,1-Apr-25,8462,3590.6,2.36,4,2115.5,897.65,21328.16
146022,RKV9E77,5 - URBANO COM AR,1-May-25,5076,1845.4,2.75,4,1269,461.35,10961.68
103010,LUI9D53,5 - URBANO COM AR,1-Oct-24,5614,2409,2.33,7,802,344,14309.46
103010,LUI9D53,5 - URBANO COM AR,1-Nov-24,2172,1024.8,2.12,8,272,128,6087.31
103010,LUI9D53,5 - URBANO COM AR,1-Dec-24,1155,647.7,2,13,8885,50,3847.34
103012,LUI9D55,5 - URBANO COM AR,1-Nov-24,5465,2399.1,2.28,6,911,400,14250.65
103014,RIW5F85,5 - URBANO COM AR,1-Aug-24,5594,2336.6,2.39,10,55940,23366,13879.4
103014,RIW5F85,5 - URBANO COM AR,1-Sep-24,4605,1823.3,2.53,5,921,365,10830.4
103014,RIW5F85,5 - URBANO COM AR,1-Nov-24,2012,903.1,2.23,10,201,90,5364.41
103019,LUI9D54,5 - URBANO COM AR,1-Nov-24,5431,2469.4,2.2,6,905,412,14668.24
103020,RIO3G91,5 - URBANO COM AR,1-Mar-24,6263,2798.6,2.24,5,125260,55972,16623.68
103032,KRY7729,5 - URBANO COM AR,1-Nov-24,6493,2656.3,2.44,6,1082,443,15778.42
103039,RIO3G93,5 - URBANO COM AR,1-Jan-24,6173,2719.1,2.27,5,123460,54382,16151.45
103049,KRY7730,5 - URBANO COM AR,1-May-24,7413,2997.7,2.47,5,148260,59954,17806.34
103049,KRY7730,5 - URBANO COM AR,1-Nov-24,7766,3321.6,2.34,5,1553,664,19730.3
103050,KRY7731,5 - URBANO COM AR,1-Aug-24,7611,2897.7,2.63,6,126850,48294,17212.34
103051,LTC9024,5 - URBANO COM AR,1-Jul-24,7639,2854.9,2.68,5,152780,57098,16958.11
103051,LTC9024,5 - URBANO COM AR,1-Nov-24,6977,2855.8,2.44,6,1163,476,16963.45
103053,KRY6881,5 - URBANO COM AR,1-Nov-24,7903,3049.9,2.59,9,878,339,18116.41
103055,LTF7122,5 - URBANO COM AR,1-Jan-24,7535,3148.5,2.39,5,150700,62970,18702.09
103055,LTF7122,5 - URBANO COM AR,1-Mar-24,6698,2853.2,2.35,5,133960,57065,16948.01
103057,KRY6882,5 - URBANO COM AR,1-Apr-24,7312,2969,2.46,5,146240,59381,17635.86
103062,LNH5J42,5 - URBANO COM AR,1-Mar-24,6560,3054,2.15,5,131200,61079,18140.76
103064,LRJ4H13,5 - URBANO COM AR,1-Mar-24,5773,2720.7,2.12,5,115460,54415,16160.96
103064,LRJ4H13,5 - URBANO COM AR,1-Nov-24,9946,4026.9,2.47,5,1989,805,23919.79
146010,KZO6I36,5 - URBANO COM AR,1-Jul-24,11283,3360.7,3.36,8,141038,42009,19962.56
146010,KZO6I36,5 - URBANO COM AR,1-Dec-24,11692,3741.5,3,5,2,748,22224.51
146011,KZO6I35,5 - URBANO COM AR,1-Jul-24,7845,2517.8,3.12,5,156900,50356,14955.73
146011,KZO6I35,5 - URBANO COM AR,1-Sep-24,9127,3309,2.76,5,1825,662,19655.46
146013,SRO3E84,5 - URBANO COM AR,1-Aug-24,12147,3904.1,3.11,6,202450,65068,23190.35
146015,RKV9E78,5 - URBANO COM AR,1-Feb-24,8667,3061.8,2.83,5,173340,61235,18187.09
146015,RKV9E78,5 - URBANO COM AR,1-Oct-24,9449,3241.2,2.92,5,1890,648,19252.73
146015,RKV9E78,5 - URBANO COM AR,1-Dec-24,8694,3119.2,3,5,2,624,18528.05
146018,RIU5J52,5 - URBANO COM AR,1-Apr-24,10355,3334.7,3.11,6,172583,55578,19808.12
146019,KRR6B23,5 - URBANO COM AR,1-Jul-24,10708,3130.1,3.42,8,133850,39126,18592.79
146020,RKV9E76,5 - URBANO COM AR,1-May-24,8019,2946.5,2.72,5,160380,58930,17502.21
146020,RKV9E76,5 - URBANO COM AR,1-Aug-24,8491,2927.1,2.9,5,169820,58542,17386.97
146022,RKV9E77,5 - URBANO COM AR,1-Apr-24,9399,3431.6,2.74,6,156650,57193,20383.7
146024,KRY6A62,5 - URBANO COM AR,1-Jul-24,13807,4039.6,3.42,5,276140,80793,23995.22
146025,RKT9E97,5 - URBANO COM AR,1-Jul-24,8261,3014.8,2.74,7,118014,43069,17907.91
146028,LTQ9A88,5 - URBANO COM AR,1-Jul-24,8125,2828,2.87,5,162500,56560,16798.32
146038,RIO3G87,5 - URBANO COM AR,1-Jan-25,7792,2538.2,3.07,5,1558,508,15076.91
146039,LRW2A21,5 - URBANO COM AR,1-Jul-24,13590,4161.8,3.27,5,271800,83237,24721.09
146044,SQY5D90,5 - URBANO COM AR,1-Dec-24,8777,3770.5,2,5,2,754,22396.77
146050,KRY6885,5 - URBANO COM AR,1-Oct-24,9590,3491.5,2.75,5,1918,698,20739.51
146052,RJF5H69,5 - URBANO COM AR,1-Aug-24,8705,2488,3.5,5,174100,49761,14778.72
146052,RJF5H69,5 - URBANO COM AR,1-Oct-24,19092,5859.2,3.26,5,3818,1172,34803.65
146054,RJF5H67,5 - URBANO COM AR,1-Jan-25,18002,5615.4,3.21,5,3600,1123,33355.48
146054,RJF5H67,5 - URBANO COM AR,1-Apr-24,18181,5318.4,3.42,5,363620,106368,31591.3
146054,RJF5H67,5 - URBANO COM AR,1-Jun-24,17986,5069.6,3.55,8,224825,63371,30113.42
146054,RJF5H67,5 - URBANO COM AR,1-Sep-24,15689,5204.6,3,12,1307,434,30915.32
146054,RJF5H67,5 - URBANO COM AR,1-Oct-24,16901,5260.6,3.21,13,1300,405,31247.96
146054,RJF5H67,5 - URBANO COM AR,1-Nov-24,16887,5196.1,3.25,9,1876,577,30864.83
146054,RJF5H67,5 - URBANO COM AR,1-Dec-24,17002,5301.9,3,13,1,408,31493.29
146055,SRP3E83,5 - URBANO COM AR,1-May-24,8652,3570.4,2.42,5,173040,71407,21208.18
146056,LUH7H82,5 - URBANO COM AR,1-Jul-24,9232,3188.9,2.9,5,184640,63779,18942.07
146057,SRD9C78,5 - URBANO COM AR,1-Aug-24,12701,3630.5,3.5,5,254020,72609,21565.17
146058,LMV3F18,5 - URBANO COM AR,1-Jul-24,8396,2831.1,2.97,6,139933,47185,16816.73
146064,KRY7727,5 - URBANO COM AR,1-Feb-24,8172,3242,2.52,5,163440,64840,19257.48
146069,SRA2G50,5 - URBANO COM AR,1-Jun-24,8122,3300,2.46,6,135367,55000,19602
146085,SQY5E00,5 - URBANO COM AR,1-Jul-24,9520,3909.2,2.44,6,158667,65154,23220.65
146090,RJY7D01,5 - URBANO COM AR,1-Feb-24,11276,3370.3,3.35,5,225520,67405,20019.58
146091,RJY7D02,5 - URBANO COM AR,1-Aug-24,4200,1158.1,3.63,5,84000,23162,6879.11
146102,KXD9618,5 - URBANO COM AR,1-Jul-24,7380,2681.7,2.75,5,147600,53634,15929.3
146104,KRR2725,5 - URBANO COM AR,1-Jan-24,12198,4183.9,2.92,5,243960,83679,24852.37
146109,KRY7725,5 - URBANO COM AR,1-May-24,8033,3015.3,2.66,5,160660,60307,17910.88
146109,KRY7725,5 - URBANO COM AR,1-Nov-24,9585,3489.9,2.75,7,1369,499,20730.01
146110,KRY6883,5 - URBANO COM AR,1-Jul-24,6788,2569.1,2.64,7,96971,36701,15260.45
146111,RIO3G89,5 - URBANO COM AR,1-May-24,8696,3526.3,2.47,6,144933,58772,20946.22
146112,RIO3G94,5 - URBANO COM AR,1-Jul-24,9759,3332,2.93,5,195180,66641,19792.08
146116,KRY7726,5 - URBANO COM AR,1-Jan-25,9305,3379.5,2.75,8,1163,422,20074.23
146116,KRY7726,5 - URBANO COM AR,1-May-24,10295,3408.3,3.02,6,171583,56806,20245.3
146116,KRY7726,5 - URBANO COM AR,1-Sep-24,8720,3037.7,2.87,5,1744,608,18043.94
146138,KRR2729,5 - URBANO COM AR,1-Apr-24,9486,3544,2.68,5,189720,70881,21051.36
146138,KRR2729,5 - URBANO COM AR,1-Jul-24,9648,3419.6,2.82,6,160800,56994,20312.42
146138,KRR2729,5 - URBANO COM AR,1-Dec-24,9163,3527.8,3,5,2,706,20955.13
146143,KRT2184,5 - URBANO COM AR,1-Dec-24,8757,3194.4,3,5,2,639,18974.74
146146,LSU3248,5 - URBANO COM AR,1-Jan-25,10429,4348.4,2.4,6,1738,725,25829.5
146146,LSU3248,5 - URBANO COM AR,1-Nov-24,8955,3888.4,2.3,5,1791,778,23097.1
146147,KRT2185,5 - URBANO COM AR,1-Jan-25,10545,4323.1,2.44,6,1758,721,25679.21
146147,KRT2185,5 - URBANO COM AR,1-Nov-24,7877,3295.1,2.39,8,985,412,19572.89
146054,RJF5H67,5 - URBANO COM AR,1-Mar-25,15702,4881.2,3.22,8,1962.75,610.15,28994.33
146144,LSU3249,5 - URBANO COM AR,1-Mar-25,8881,3786.7,2.35,6,1480.17,631.12,22493
146116,KRY7726,5 - URBANO COM AR,1-Mar-25,9279,3494.8,2.66,13,713.77,268.83,20759.11
103032,KRY7729,5 - URBANO COM AR,1-Mar-25,6282,2676.8,2.35,6,1047,446.13,15900.19
146030,RIO3G85,5 - URBANO COM AR,1-Apr-25,9293,2851.3,3.26,7,1327.57,407.33,16936.72
146040,KRR5F28,5 - URBANO COM AR,1-Apr-25,11007,3684,2.99,6,1834.5,614,21882.96
146054,RJF5H67,5 - URBANO COM AR,1-Apr-25,18099,5395.5,3.35,6,3016.5,899.26,32049.27
146062,RJW5H36,5 - URBANO COM AR,1-Apr-25,17017,4930.9,3.45,7,2431,704.42,29289.55
146116,KRY7726,5 - URBANO COM AR,1-Apr-25,9981,3410,2.93,11,907.36,310,20255.4
146033,RIO3G86,5 - URBANO COM AR,1-May-25,5905,1900.4,3.11,5,1181,380.09,11288.38
146054,RJF5H67,5 - URBANO COM AR,1-May-25,10987,3222.2,3.41,6,1831.17,537.03,19139.87
103019,LUI9D54,5 - URBANO COM AR,1-Oct-24,6188,2548.4,2.43,3,2063,849,15137.5
103020,RIO3G91,5 - URBANO COM AR,1-Jun-24,5867,2640.4,2.22,3,195567,88013,15683.98
103020,RIO3G91,5 - URBANO COM AR,1-Jul-24,6602,2635.6,2.5,3,220067,87852,15655.46
103023,LUI9D56,5 - URBANO COM AR,1-Jul-24,5912,2512.8,2.35,3,197067,83760,14926.03
103030,RIO3G90,5 - URBANO COM AR,1-Mar-24,5522,2608.3,2.12,3,184067,86943,15493.3
103031,SRU3C02,5 - URBANO COM AR,1-Nov-24,5767,2610.2,2.21,3,1922,870,15504.59
103032,KRY7729,5 - URBANO COM AR,1-May-24,6939,3021.2,2.3,3,231300,100708,17945.93
103038,RIO3G88,5 - URBANO COM AR,1-Jun-24,5758,2366.2,2.43,3,191933,78874,14055.23
103039,RIO3G93,5 - URBANO COM AR,1-May-24,5086,2313.9,2.2,3,169533,77129,13744.57
103039,RIO3G93,5 - URBANO COM AR,1-Jul-24,5552,2265.9,2.45,3,185067,75530,13459.45
103039,RIO3G93,5 - URBANO COM AR,1-Aug-24,5503,2259.9,2.44,3,183433,75329,13423.81
103039,RIO3G93,5 - URBANO COM AR,1-Nov-24,4675,2213.5,2.11,3,1558,738,13148.19
103042,SRU3C88,5 - URBANO COM AR,1-Jul-24,5858,2435.4,2.41,3,195267,81180,14466.28
103043,SRW4I13,5 - URBANO COM AR,1-Dec-24,5624,2673.4,2,3,2,891,15880
103045,SRW4I04,5 - URBANO COM AR,1-Oct-24,6822,2804.8,2.43,3,2274,935,16660.51
103045,SRW4I04,5 - URBANO COM AR,1-Nov-24,6880,3019.3,2.28,3,2293,1006,17934.64
103049,KRY7730,5 - URBANO COM AR,1-Jul-24,8550,3197.1,2.67,3,285000,106569,18990.77
103050,KRY7731,5 - URBANO COM AR,1-Apr-24,4760,2180.8,2.18,3,158667,72695,12953.95
103050,KRY7731,5 - URBANO COM AR,1-May-24,7965,3178.2,2.51,3,265500,105940,18878.51
103051,LTC9024,5 - URBANO COM AR,1-Jun-24,7121,2764,2.58,3,237367,92135,16418.16
103051,LTC9024,5 - URBANO COM AR,1-Sep-24,7141,2704.5,2.64,3,2380,902,16064.73
103051,LTC9024,5 - URBANO COM AR,1-Oct-24,8251,3155.4,2.61,3,2750,1052,18743.08
103052,LTC9025,5 - URBANO COM AR,1-Oct-24,7616,3017.2,2.52,3,2539,1006,17922.17
103053,KRY6881,5 - URBANO COM AR,1-Apr-24,5270,2261.6,2.33,3,175667,75388,13433.9
103053,KRY6881,5 - URBANO COM AR,1-Jun-24,6069,2167.1,2.8,3,202300,72237,12872.57
103053,KRY6881,5 - URBANO COM AR,1-Jul-24,6842,2471,2.77,3,228067,82367,14677.74
103055,LTF7122,5 - URBANO COM AR,1-Feb-24,4946,2166.4,2.28,3,164867,72213,12868.42
103055,LTF7122,5 - URBANO COM AR,1-Nov-24,7360,2968.1,2.48,3,2453,989,17630.51
103062,LNH5J42,5 - URBANO COM AR,1-Jul-24,6303,2605,2.42,3,210100,86833,15473.7
103063,LTM8I52,5 - URBANO COM AR,1-Jul-24,6508,2538.6,2.56,3,216933,84619,15079.28
103063,LTM8I52,5 - URBANO COM AR,1-Nov-24,8195,3328.7,2.46,3,2732,1110,19772.48
103064,LRJ4H13,5 - URBANO COM AR,1-Jan-24,6560,2895.7,2.27,3,218667,96524,17200.46
103065,LMP3D06,5 - URBANO COM AR,1-Apr-24,7239,3078.5,2.35,3,241300,102615,18286.29
103065,LMP3D06,5 - URBANO COM AR,1-Jul-24,6067,2404,2.52,3,202233,80134,14279.76
103066,LRJ4H12,5 - URBANO COM AR,1-Feb-24,5117,2212.2,2.31,3,170567,73740,13140.47
103066,LRJ4H12,5 - URBANO COM AR,1-Oct-24,6705,2847.1,2.36,3,2235,949,16911.77
146001,KXF7J51,5 - URBANO COM AR,1-Dec-24,11785,3667.8,3,3,4,1223,21786.73
146004,RIV1J03,5 - URBANO COM AR,1-Apr-24,11314,3919.2,2.89,3,377133,130641,23280.05
146004,RIV1J03,5 - URBANO COM AR,1-Oct-24,16835,5257.7,3.2,3,5612,1753,31230.74
146007,LRJ2E72,5 - URBANO COM AR,1-Jan-24,8960,3032.1,2.96,3,298667,101069,18010.67
146007,LRJ2E72,5 - URBANO COM AR,1-Jan-25,11057,3878.3,2.85,3,3686,1293,23037.1
146010,KZO6I36,5 - URBANO COM AR,1-Feb-24,9980,3264.1,3.06,3,332667,108805,19388.75
146010,KZO6I36,5 - URBANO COM AR,1-Mar-24,11054,3406.3,3.25,3,368467,113542,20233.42
146010,KZO6I36,5 - URBANO COM AR,1-Sep-24,12410,4096.2,3,3,4137,1365,24331.43
146010,KZO6I36,5 - URBANO COM AR,1-Nov-24,12280,3881.7,3.16,3,4093,1294,23057.3
146011,KZO6I35,5 - URBANO COM AR,1-Jan-24,10099,3437.7,2.94,3,336633,114591,20419.94
146011,KZO6I35,5 - URBANO COM AR,1-Mar-24,11051,3743.1,2.95,3,368367,124771,22234.01
146011,KZO6I35,5 - URBANO COM AR,1-Apr-24,10681,3825,2.79,3,356033,127501,22720.5
146013,SRO3E84,5 - URBANO COM AR,1-Dec-24,11842,3742,3,3,4,1247,22227.48
146015,RKV9E78,5 - URBANO COM AR,1-Mar-24,8320,3002.2,2.77,3,277333,100074,17833.07
146015,RKV9E78,5 - URBANO COM AR,1-Jul-24,9118,2884.4,3.16,3,303933,96148,17133.34
146015,RKV9E78,5 - URBANO COM AR,1-Aug-24,8905,2804.6,3.18,3,296833,93487,16659.32
146015,RKV9E78,5 - URBANO COM AR,1-Nov-24,8699,2972.2,2.93,3,2900,991,17654.87
146017,RIV1I99,5 - URBANO COM AR,1-May-24,9977,3101.3,3.22,3,332567,103378,18421.72
146018,RIU5J52,5 - URBANO COM AR,1-Mar-24,9935,3231.1,3.07,3,331167,107704,19192.73
146018,RIU5J52,5 - URBANO COM AR,1-May-24,11136,3690.7,3.02,3,371200,123023,21922.76
146018,RIU5J52,5 - URBANO COM AR,1-Jul-24,10706,3236.8,3.31,3,356867,107895,19226.59
146018,RIU5J52,5 - URBANO COM AR,1-Oct-24,11399,3742.2,3.05,3,3800,1247,22228.67
146019,KRR6B23,5 - URBANO COM AR,1-Mar-24,8777,2859.8,3.07,3,292567,95327,16987.21
146019,KRR6B23,5 - URBANO COM AR,1-Sep-24,10144,3366.7,3,3,3381,1122,19998.2
146020,RKV9E76,5 - URBANO COM AR,1-Apr-24,6178,2262.6,2.73,3,205933,75420,13439.84
146020,RKV9E76,5 - URBANO COM AR,1-Jul-24,9824,3292.4,2.98,3,327467,109746,19556.86
146020,RKV9E76,5 - URBANO COM AR,1-Dec-24,9998,3548.1,3,3,3,1183,21075.71
146021,SQW0G10,5 - URBANO COM AR,1-Oct-24,8220,2626.6,3.13,3,2740,876,15602
146022,RKV9E77,5 - URBANO COM AR,1-Aug-24,8560,2910.7,2.94,3,285333,97025,17289.56
146023,SRJ3G24,5 - URBANO COM AR,1-Jan-24,9526,4028,2.36,3,317533,134265,23926.32
146023,SRJ3G24,5 - URBANO COM AR,1-Mar-24,8450,3594.7,2.35,3,281667,119823,21352.52
146023,SRJ3G24,5 - URBANO COM AR,1-Aug-24,6600,2673.4,2.47,3,220000,89113,15880
146024,KRY6A62,5 - URBANO COM AR,1-Jan-24,13139,3916.5,3.35,3,437967,130552,23264.01
146024,KRY6A62,5 - URBANO COM AR,1-May-24,12107,3772.1,3.21,3,403567,125736,22406.27
146025,RKT9E97,5 - URBANO COM AR,1-Mar-24,7826,3030,2.58,3,260867,100999,17998.2
146025,RKT9E97,5 - URBANO COM AR,1-Jun-24,6700,2521.2,2.66,3,223333,84039,14975.93
146028,LTQ9A88,5 - URBANO COM AR,1-Mar-24,8409,3312.2,2.54,3,280300,110407,19674.47
146028,LTQ9A88,5 - URBANO COM AR,1-Jun-24,7590,2751.3,2.76,3,253000,91709,16342.72
146030,RIO3G85,5 - URBANO COM AR,1-Jun-24,10757,3242.2,3.32,3,358567,108074,19258.67
146030,RIO3G85,5 - URBANO COM AR,1-Jul-24,11383,3333.2,3.42,3,379433,111108,19799.21
146030,RIO3G85,5 - URBANO COM AR,1-Aug-24,10919,3232.6,3.38,3,363967,107754,19201.64
146031,RKR9H46,5 - URBANO COM AR,1-Mar-24,6013,2370.1,2.54,3,200433,79002,14078.39
146031,RKR9H46,5 - URBANO COM AR,1-Aug-24,7493,2653.5,2.82,3,249767,88449,15761.79
146033,RIO3G86,5 - URBANO COM AR,1-Mar-24,10170,3441,2.96,3,339000,114699,20439.54
146033,RIO3G86,5 - URBANO COM AR,1-Oct-24,12552,4073.3,3.08,3,4184,1358,24195.4
146033,RIO3G86,5 - URBANO COM AR,1-Dec-24,11761,3813.7,3,3,4,1271,22653.38
146038,RIO3G87,5 - URBANO COM AR,1-Aug-24,9719,3095.3,3.14,3,323967,103177,18386.08
146039,LRW2A21,5 - URBANO COM AR,1-Nov-24,9181,3107.4,2.95,3,3060,1036,18457.96
146040,KRR5F28,5 - URBANO COM AR,1-Jan-25,12022,3815.5,3.15,3,4007,1272,22664.07
146042,KXF7J62,5 - URBANO COM AR,1-Mar-24,10915,3595.6,3.04,3,363833,119853,21357.86
146042,KXF7J62,5 - URBANO COM AR,1-Sep-24,12092,4024.4,3,3,4031,1341,23904.94
146044,SQY5D90,5 - URBANO COM AR,1-Jan-24,8235,3602.3,2.29,3,274500,120077,21397.66
146044,SQY5D90,5 - URBANO COM AR,1-Aug-24,8716,3681.7,2.37,3,290533,122724,21869.3
146046,KXF7J48,5 - URBANO COM AR,1-Jan-24,12319,4000.8,3.08,3,410633,133361,23764.75
146049,LMV3F20,5 - URBANO COM AR,1-Feb-24,7001,2677.3,2.61,3,233367,89245,15903.16
146049,LMV3F20,5 - URBANO COM AR,1-Mar-24,7891,2977.4,2.65,3,263033,99246,17685.76
146050,KRY6885,5 - URBANO COM AR,1-Mar-24,7803,3225.6,2.42,3,260100,107520,19160.06
146050,KRY6885,5 - URBANO COM AR,1-May-24,7778,3099,2.51,3,259267,103301,18408.06
146050,KRY6885,5 - URBANO COM AR,1-Jul-24,7632,2676.5,2.85,3,254400,89216,15898.41
146052,RJF5H69,5 - URBANO COM AR,1-Jan-25,17815,5249,3.39,3,5938,1750,31179.06
146052,RJF5H69,5 - URBANO COM AR,1-Nov-24,18391,5587.2,3.29,3,6130,1862,33187.97
146052,RJF5H69,5 - URBANO COM AR,1-Dec-24,17961,5402.9,3,3,6,1801,32093.23
146054,RJF5H67,5 - URBANO COM AR,1-Mar-24,17598,5189.2,3.39,3,586600,172972,30823.85
146054,RJF5H67,5 - URBANO COM AR,1-May-24,17013,4802.5,3.54,3,567100,160084,28526.85
146055,SRP3E83,5 - URBANO COM AR,1-Dec-24,8817,3284.4,3,3,3,1095,19509.34
146056,LUH7H82,5 - URBANO COM AR,1-Jun-24,8169,2832.2,2.88,3,272300,94406,16823.27
146056,LUH7H82,5 - URBANO COM AR,1-Sep-24,8607,3116.3,2.76,3,2869,1039,18510.82
146058,LMV3F18,5 - URBANO COM AR,1-Apr-24,9217,3606.6,2.56,3,307233,120220,21423.2
146058,LMV3F18,5 - URBANO COM AR,1-May-24,8483,3313.3,2.56,3,282767,110445,19681
146058,LMV3F18,5 - URBANO COM AR,1-Dec-24,8398,3097.9,3,3,3,1033,18401.53
146060,SRB8I88,5 - URBANO COM AR,1-May-24,8707,3286.2,2.65,3,290233,109541,19520.03
146061,RJF5H52,5 - URBANO COM AR,1-Jan-24,12462,3866.1,3.22,3,415400,128869,22964.63
146061,RJF5H52,5 - URBANO COM AR,1-Feb-24,13106,4264.4,3.07,3,436867,142145,25330.54
146061,RJF5H52,5 - URBANO COM AR,1-May-24,17982,5188.2,3.47,3,599400,172939,30817.91
146061,RJF5H52,5 - URBANO COM AR,1-Nov-24,18260,5237.6,3.49,3,6087,1746,31111.34
146063,KZM8I97,5 - URBANO COM AR,1-Aug-24,10671,3459.2,3.08,3,355700,115305,20547.65
146063,KZM8I97,5 - URBANO COM AR,1-Sep-24,9453,3220.8,2.94,3,3151,1074,19131.55
146064,KRY7727,5 - URBANO COM AR,1-Aug-24,8739,3211.5,2.72,3,291300,107050,19076.31
